Yr,Conf,Team,W,L,GP,SecO_W,SecO_Diff,SnP_val,SnP_pct,SnP_rnk,SnPO_val,SnPO_rnk,SnPD_val,SnPD_rnk,SnPS_val,SnPS_rnk,SoS,SoS_rnk
2013,Big Ten,Iowa,8,5,13,8,0,17.3,83.3,24,29.6,58,12.4,5,0.1,60,0.859,30
2013,ACC,Miami-FL,9,4,13,7.5,-1.5,16.9,82.8,25,39.8,15,24,47,1.2,26,0.867,37
2013,ACC,Virginia Tech,8,5,13,8.2,0.2,14.9,79.5,26,26,77,9.6,1,-1.6,115,0.861,32
2013,Pac-12,Arizona,8,5,13,8.7,0.7,14.6,79,27,37.2,24,21.1,28,-1.5,111,0.862,33
2013,Big 12,Texas Tech,8,5,13,8,0,14,77.9,28,37.9,22,24.1,48,0.2,59,0.879,49
2013,ACC,North Carolina,7,6,13,8.2,1.2,13.7,77.5,29,34.2,39,21.4,30,1,31,0.909,66
2013,Ind,Notre Dame,9,4,13,7.6,-1.4,13.2,76.6,30,35.2,35,21.9,34,-0.1,74,0.873,45
2013,Big 12,TCU,4,8,12,6.8,2.8,12.4,75,31,24.9,88,15,8,2.5,3,0.848,22
2013,SEC,Ole Miss,8,5,13,7.8,-0.2,12.4,75,32,36.6,29,23.2,42,-1,101,0.823,8
2013,AAC,Central Florida,12,1,13,10.2,-1.8,12.3,75,33,38.4,19,27.4,72,1.3,22,0.92,68
2013,Pac-12,Oregon State,7,6,13,7.2,0.2,11.9,74.1,34,38,21,26.6,65,0.4,51,0.856,27
2013,Pac-12,Utah,5,7,12,5.6,0.6,11.8,73.8,35,30.1,56,19.9,21,1.5,20,0.831,13
2013,Big Ten,Nebraska,9,4,13,7.5,-1.5,11.6,73.6,36,32.3,47,22.8,39,2.2,8,0.893,57
2013,ACC,Georgia Tech,6,6,12,6.8,0.8,11.4,73.1,37,35.3,34,24.9,52,1,32,0.873,44
2013,MWC,Boise State,8,5,13,8.9,0.9,11.3,72.9,38,35,36,25.6,58,1.9,14,0.945,89
2013,Big Ten,Michigan,7,6,13,6.8,-0.2,11.1,72.5,39,31.2,53,20.2,24,0.1,64,0.872,42
2013,ACC,Maryland,7,6,13,6.9,-0.1,10.8,72,40,29.6,59,19.8,20,1.1,30,0.888,53
2013,SEC,Mississippi State,7,6,13,7.2,0.2,10.7,71.8,41,34.6,37,22.2,36,-1.7,117,0.811,5
2013,Big 12,Texas,8,5,13,5.8,-2.2,10.5,71.4,42,29.4,62,20.1,23,1.2,25,0.84,17
2013,Ind,BYU,8,5,13,9.4,1.4,10,70.4,43,28.3,67,18.9,17,0.6,43,0.899,63
2013,MAC,Bowling Green,10,4,14,10.5,0.5,9.8,69.9,44,33.8,40,24.6,51,0.6,45,0.971,118
2013,ACC,Pittsburgh,7,6,13,7.3,0.3,9.4,69.1,45,32.9,46,22.3,38,-1.2,106,0.871,39
2013,SEC,Florida,4,8,12,5.4,1.4,9,68.2,46,25.8,81,15.9,12,-0.9,95,0.801,4
2013,Big Ten,Penn State,7,5,12,7,0,8.9,68,47,31.6,52,21.6,32,-1.2,105,0.897,61
2013,MWC,Fresno State,11,2,13,9.4,-1.6,8.8,67.8,48,36.1,31,26.7,66,-0.6,90,0.958,102
2013,C-USA,Marshall,9,4,13,11.1,2.1,8.3,66.7,49,33.4,43,25.5,57,0.4,52,0.969,116
2013,Pac-12,Washington State,6,7,13,5.8,-0.2,8.2,66.5,50,33.6,41,26.3,62,0.8,36,0.823,9
2013,AAC,Cincinnati,9,4,13,9.8,0.8,7.8,65.8,51,31.9,50,21.6,31,-2.5,127,0.953,96
2013,C-USA,East Carolina,10,3,13,11,1,7.5,65,52,33.3,44,23.8,46,-2,121,0.963,108
2013,MAC,Ball State,10,3,13,10.6,0.6,7.5,65,53,38.3,20,31.3,85,0.5,48,0.985,122
2013,SEC,Vanderbilt,9,4,13,8,-1,7.5,65,54,29.1,65,22.2,37,0.6,46,0.885,52
2013,ACC,Boston College,7,6,13,6.6,-0.4,7.1,64.1,55,32,49,27,68,2.1,9,0.848,23
2013,MAC,Northern Illinois,12,2,14,10.9,-1.1,6.3,62.4,56,36.6,28,29.8,76,-0.5,86,0.962,107
2013,SEC,Tennessee,5,7,12,4.5,-0.5,5.1,59.7,57,29.2,63,26.1,60,1.9,12,0.8,2
2013,ACC,Duke,10,4,14,8.5,-1.5,5,59.3,58,32,48,27.2,70,0.1,61,0.874,46
2013,AAC,Houston,8,5,13,8.1,0.1,4.9,59.2,59,29.4,60,25.4,56,0.8,38,0.937,79
2013,MAC,Toledo,7,5,12,7.2,0.2,4.7,58.7,60,35.8,33,33.4,89,2.2,6,0.947,90
2013,MWC,Utah State,9,5,14,9.1,0.1,4.2,57.7,61,23.3,93,19.5,18,0.5,49,0.936,78
2013,Big Ten,Northwestern,5,7,12,6.3,1.3,4.2,57.5,62,29.4,61,25.9,59,0.6,42,0.874,47
2013,MWC,Colorado State,8,6,14,8.4,0.4,3,54.8,63,31.8,51,29.5,74,0.7,40,0.937,81
2013,Big Ten,Minnesota,8,5,13,5.2,-2.8,2.5,53.7,64,25.6,84,25,53,2,11,0.905,64
2013,SEC,Arkansas,3,9,12,3.6,0.6,1.5,51.3,65,30,57,30.6,80,2.1,10,0.817,6
2013,Big Ten,Indiana,5,7,12,6,1,1.4,51,66,37.1,25,35.9,99,0.1,63,0.865,35
2013,C-USA,North Texas,9,4,13,9,0,1,50,67,25.1,86,23.1,41,-1.1,103,0.961,105
2013,ACC,Syracuse,7,6,13,6.6,-0.4,0,47.6,68,25.9,79,23.2,43,-2.7,129,0.872,43
2013,Ind,Navy,9,4,13,7.9,-1.1,-0.3,47,69,33.4,42,33.5,93,-0.2,77,0.964,111
2013,ACC,NC State,3,9,12,3.9,0.9,-0.5,46.5,70,25,87,26.5,63,0.9,34,0.872,41
2013,Pac-12,Colorado,3,8,11,4.3,1.3,-0.7,46,71,28,68,28.3,73,-0.4,82,0.84,18
2013,Big 12,West Virginia,4,8,12,3.9,-0.1,-0.9,45.5,72,25.9,78,27.2,69,0.3,54,0.867,36
2013,C-USA,Rice,10,4,14,8.3,-1.7,-1.5,44.2,73,24,91,26.1,61,0.7,41,0.957,99
2013,SEC,Kentucky,2,10,12,3,1,-2.5,41.9,74,27.6,70,31.2,82,1.1,29,0.825,10
2013,ACC,Wake Forest,3,8,11,5.4,2.4,-2.8,41.3,75,19.4,103,21.3,29,-0.9,97,0.868,38
2013,Sun Belt,Western Kentucky,8,4,12,8.8,0.8,-3.1,40.5,76,30.5,55,33.5,91,-0.1,76,0.988,124
2013,AAC,Memphis,3,9,12,4.4,1.4,-3.2,40.2,77,18,107,24.3,50,3,1,0.942,85
2013,Big 12,Iowa State,3,9,12,3.7,0.7,-3.8,38.9,78,25.7,83,29.7,75,0.2,58,0.858,29
2013,Big Ten,Illinois,4,8,12,4.7,0.7,-4,38.6,79,34.2,38,36.8,102,-1.4,108,0.865,34
2013,MWC,San Diego State,8,5,13,7.9,-0.1,-4.8,36.6,80,26.9,72,29.9,77,-1.8,119,0.937,80
2013,MWC,San Jose State,6,6,12,5.5,-0.5,-5.1,36.1,81,33,45,38.6,110,0.5,47,0.951,93
2013,ACC,Virginia,2,10,12,2.1,0.1,-5.2,35.7,82,21.3,98,26.5,64,-0.1,75,0.845,20
2013,C-USA,UTSA,7,5,12,7,0,-6.6,32.7,83,25.9,80,30.3,78,-2.2,123,0.943,87
2013,C-USA,Florida Atlantic,6,6,12,7.5,1.5,-6.6,32.7,84,18.9,106,25,54,-0.5,85,0.936,77
2013,C-USA,Tulane,7,6,13,6.4,-0.6,-8,29.8,85,15.6,114,24.1,49,0.4,50,0.983,120
2013,AAC,Rutgers,6,7,13,6,0,-8.1,29.7,86,24,90,31.6,88,-0.5,87,0.93,72
2013,Pac-12,California,1,11,12,1.3,0.3,-8.7,28.5,87,27.7,69,37.1,104,0.8,39,0.8,3
2013,MAC,Buffalo,8,5,13,7.3,-0.7,-9,27.8,88,22.3,96,30.4,79,-1,99,0.933,73
2013,Big 12,Kansas,3,9,12,2.8,-0.2,-9.7,26.5,89,16,112,25.3,55,-0.3,80,0.872,40
2013,MWC,UNLV,7,6,13,6.3,-0.7,-10.1,25.6,90,26.8,73,34.2,96,-2.7,128,0.966,114
2013,Sun Belt,South Alabama,6,6,12,7.4,1.4,-10.2,25.5,91,25.2,85,34.3,97,-1.1,102,0.988,123
2013,AAC,Temple,2,10,12,5,3,-10.7,24.5,92,27.6,71,37,103,-1.3,107,0.934,75
2013,MAC,Ohio,7,6,13,6.7,-0.3,-11.4,23.2,93,22.5,95,33.5,92,-0.5,88,0.949,92
2013,C-USA,Middle Tennessee,8,5,13,6.5,-1.5,-11.8,22.6,94,23.3,94,34.2,95,-0.8,93,0.959,103
2013,Sun Belt,UL-Lafayette,9,4,13,7.3,-1.7,-12.5,21.3,95,26.2,76,38.2,108,-0.6,89,0.971,119
2013,AAC,Connecticut,3,9,12,3.5,0.5,-13.2,20.2,96,15.9,113,26.8,67,-2.3,124,0.93,71
2013,Sun Belt,Texas State,6,6,12,5.6,-0.4,-13.7,19.3,97,17.1,111,31.4,86,0.6,44,0.983,121
2013,MAC,Kent State,4,8,12,4,0,-13.8,19.2,98,21.2,99,34,94,-1,100,0.933,74
2013,MWC,Hawaii,1,11,12,3.5,2.5,-14.3,18.4,99,23.4,92,35.6,98,-2.2,122,0.941,84
2013,Sun Belt,Troy,6,6,12,5.3,-0.7,-14.5,18.1,100,29.1,64,43.8,116,0.2,57,0.971,117
2013,MWC,New Mexico,3,9,12,3.7,0.7,-14.9,17.4,101,30.9,54,45.9,121,0.1,62,0.962,106
2013,AAC,SMU,5,7,12,4.2,-0.8,-15.2,16.9,102,21.8,97,36.2,100,-0.8,91,0.928,69
2013,MAC,Akron,5,7,12,4.7,-0.3,-15.3,16.8,103,17.9,108,30.9,81,-2.3,126,0.952,94
2013,MWC,Wyoming,5,7,12,5.1,0.1,-15.3,16.8,104,26.7,74,39.1,112,-3,130,0.961,104
2013,AAC,South Florida,2,10,12,1.8,-0.2,-15.5,16.6,105,10.8,122,27.2,71,0.9,33,0.908,65
2013,Big Ten,Purdue,1,11,12,0.9,-0.1,-15.7,16.3,106,19.2,104,33.4,90,-1.5,112,0.855,25
2013,Sun Belt,Arkansas State,7,5,12,6,-1,-16.2,15.6,107,20.8,100,37.9,106,0.9,35,0.943,86
2013,C-USA,Louisiana Tech,5,7,12,5.5,0.5,-16.8,14.7,108,14.2,115,31.3,84,0.2,56,0.989,125
2013,MWC,Nevada,4,8,12,3.3,-0.7,-16.8,14.6,109,25.7,82,42.6,114,0,65,0.89,55
2013,MWC,Air Force,2,10,12,3.1,1.1,-16.9,14.5,110,26.6,75,45.2,119,1.6,18,0.964,110
2013,C-USA,Tulsa,3,9,12,3.4,0.4,-18.7,12.3,111,12.9,121,31.6,87,-0.1,73,0.944,88
2013,MAC,Central Michigan,6,6,12,4.7,-1.3,-18.8,12.2,112,19.7,102,37.6,105,-0.9,96,0.969,115
2013,C-USA,UAB,2,10,12,2.5,0.5,-20.8,9.9,113,24.1,89,46.5,122,1.6,19,0.938,82
2013,C-USA,Southern Miss,1,11,12,2.5,1.5,-24.5,6.6,114,13.6,117,36.5,101,-1.7,116,0.957,100
2013,Ind,Army,2,10,12,3.1,1.1,-24.6,6.6,115,20.8,101,44.5,118,-0.8,92,0.956,98
2013,MAC,Western Michigan,1,11,12,2.4,1.4,-25.5,5.9,116,13.9,116,38.5,109,-0.9,98,0.939,83
2013,Sun Belt,UL-Monroe,6,6,12,3.5,-2.5,-26.2,5.4,117,13.4,119,38.1,107,-1.5,109,0.952,95
2013,C-USA,UTEP,2,10,12,2.1,0.1,-28.9,3.9,118,19,105,45.6,120,-2.3,125,0.966,113
2013,MAC,Miami-OH,0,12,12,0.2,0.2,-29,3.8,119,10.2,123,38.8,111,-0.4,81,0.965,112
2013,Sun Belt,Georgia State,0,12,12,2.5,2.5,-32.6,2.4,120,13.3,120,44.4,117,-1.5,113,0.947,91
2013,Ind,New Mexico State,2,10,12,1.4,-0.6,-35.1,1.7,121,17.7,110,52.4,125,-0.4,84,0.954,97
2013,Ind,Idaho,1,11,12,1.2,0.2,-35.6,1.5,122,13.6,118,48.4,123,-0.9,94,0.909,67
2013,MAC,Eastern Michigan,2,10,12,1.4,-0.6,-35.7,1.5,123,17.8,109,50.4,124,-3.1,131,0.964,109
2013,MAC,Massachusetts,1,11,12,1.3,0.3,-36.1,1.4,124,6.4,125,40.7,113,-1.7,118,0.929,70
2013,C-USA,Florida International,1,11,12,0.9,-0.1,-38.9,0.9,125,6.4,124,43.4,115,-1.9,120,0.936,76
2012,SEC,Alabama,13,1,14,12.6,-0.4,36.5,99.1,1,45.7,3,10.7,3,1.5,17,0.819,9
2012,ACC,Florida State,12,2,14,12.5,0.5,30.8,97.6,2,40.8,13,12.7,5,2.7,2,0.906,59
2012,SEC,Texas A&M,11,2,13,10.7,-0.3,28.8,96.7,3,44.7,6,16,13,0,60,0.81,6
2012,Big 12,Oklahoma,10,3,13,10.1,0.1,28.5,96.5,4,46,2,19.9,28,2.4,5,0.822,10
2012,SEC,Florida,11,2,13,10.4,-0.6,28,96.3,5,32.2,44,6.6,1,2.5,4,0.806,5
2012,SEC,Georgia,12,2,14,11.3,-0.7,28,96.3,6,44.9,5,16.6,15,-0.2,73,0.839,20
2012,Pac-12,Oregon,12,1,13,11.9,-0.1,27.2,95.8,7,46.4,1,17.2,17,-2,120,0.868,40
2012,Big 12,Oklahoma State,8,5,13,10,2,24,93.5,8,44.7,7,23.3,41,2.6,3,0.857,33
2012,Big Ten,Ohio State,12,,,10.1,-1.9,23.8,93.3,9,40.6,16,17.5,18,0.7,42,0.893,53
2012,SEC,LSU,10,3,13,8.5,-1.5,23.7,93.2,10,34.5,32,12.1,4,1.3,19,0.804,4
2012,Big 12,Kansas State,11,2,13,9.4,-1.6,22.7,92.3,11,41.8,11,20.4,30,1.2,22,0.827,14
2012,Pac-12,USC,7,6,13,8.2,1.2,21.9,91.6,12,40.7,14,18.3,22,-0.5,78,0.867,37
2012,Big Ten,Michigan,8,5,13,8.8,0.8,20.5,90,13,36.2,26,16.6,14,0.9,35,0.84,22
2012,Big Ten,Nebraska,10,4,14,10.1,0.1,20.3,89.7,14,39.2,19,19.8,27,0.9,32,0.847,28
2012,Ind,Notre Dame,12,1,13,10.1,-1.9,19.2,88.4,15,33.4,35,13.8,6,-0.4,76,0.815,7
2012,Big 12,Texas,9,4,13,8.2,-0.8,18.6,87.5,16,42.2,10,23.4,43,-0.2,71,0.831,16
2012,ACC,Clemson,11,2,13,10,-1,18.5,87.4,17,41.5,12,24.1,47,1.1,27,0.883,48
2012,Big 12,Texas Tech,8,5,13,8.2,0.2,17,85.1,18,44.1,8,26.5,58,-0.6,80,0.856,32
2012,Pac-12,Arizona State,8,5,13,8.6,0.6,16.6,84.5,19,35.2,31,18.8,24,0.2,55,0.887,49
2012,Pac-12,Oregon State,9,4,13,8.9,-0.1,16.4,84.2,20,33.2,37,19,25,2.2,7,0.855,30
2012,SEC,South Carolina,10,2,12,8.9,-1.1,16.1,83.6,21,33.2,36,15.5,11,-1.6,109,0.823,11
2012,Pac-12,Stanford,12,2,14,9.1,-2.9,15.3,82.4,22,29.2,56,14.2,7,0.4,48,0.847,27
2012,SEC,Tennessee,5,7,12,6.8,1.8,15.1,82,23,42.6,9,28.3,66,0.7,40,0.824,12
2012,Pac-12,UCLA,9,5,14,9.1,0.1,14.8,81.5,24,36.8,23,22.8,40,0.8,37,0.871,42
2012,Big Ten,Wisconsin,8,6,14,8.7,0.7,14.5,80.9,25,31.5,49,15.9,12,-1.1,96,0.868,39
2012,SEC,Ole Miss,6,6,12,7.9,1.9,14.2,80.3,26,36.9,22,22.8,39,0.1,59,0.798,3
2012,Big Ten,Penn State,8,4,12,7.7,-0.3,14.1,80.2,27,32.7,40,17,16,-1.7,110,0.911,60
2012,ACC,North Carolina,7,4,11,8.5,1.5,14.1,80.2,28,39.7,17,26.6,59,0.9,33,0.949,90
2012,MWC,Boise State,11,2,13,10,-1,13.4,78.8,29,32.2,43,17.7,19,-1.1,97,0.953,94
2012,Big 12,TCU,7,6,13,7.2,0.2,12.9,77.8,30,28.6,58,17.7,20,2,11,0.839,21
2012,ACC,Virginia Tech,7,6,13,7.4,0.4,12.7,77.5,31,27.8,63,14.8,8,-0.2,72,0.889,50
2012,MWC,Fresno State,9,4,13,9.1,0.1,12.5,77,32,31.9,47,19.6,26,0.2,56,0.941,85
2012,Big Ten,Michigan State,7,6,13,7.7,0.7,12.4,76.9,33,21.3,101,10.2,2,1.3,20,0.858,34
2012,MAC,Northern Illinois,12,2,14,11.9,-0.1,12.4,76.8,34,35.6,29,25.4,54,2.1,10,0.952,93
2012,SEC,Arkansas,4,8,12,6.4,2.4,11.6,75.2,35,36.5,24,24.8,51,-0.1,68,0.826,13
2012,Big East,Cincinnati,9,3,12,10,1,11.1,74.2,36,33.8,34,23.7,46,1,28,0.956,102
2012,Big 12,Baylor,8,5,13,8.4,0.4,11,74,37,45.2,4,33.3,86,-0.8,86,0.837,19
2012,WAC,Utah State,11,2,13,11.9,0.9,11,73.9,38,30.4,53,20.5,31,1.1,24,0.957,105
2012,Ind,BYU,8,5,13,9.1,1.1,10.9,73.6,39,26.3,78,15,9,-0.4,77,0.917,63
2012,Big East,Louisville,11,2,13,9.3,-1.7,10.5,72.7,40,35.7,28,24.2,49,-1,91,0.921,68
2012,SEC,Vanderbilt,8,4,12,7.5,-0.5,10,71.6,41,26.9,70,18.8,23,1.8,13,0.865,36
2012,WAC,San Jose State,11,2,13,10.1,-0.9,9.7,70.9,42,35.2,30,27.3,64,1.8,14,0.954,98
2012,ACC,Miami-FL,7,5,12,6.1,-0.9,8.2,67.5,43,36.9,21,28.8,68,0.1,58,0.861,35
2012,Pac-12,Arizona,8,5,13,7.4,-0.6,8.2,67.3,44,40.7,15,31.5,79,-1,92,0.841,23
2012,Big 12,West Virginia,7,6,13,6.7,-0.3,8.1,67.3,45,39.1,20,29.4,73,-1.5,105,0.841,24
2012,SEC,Mississippi State,8,5,13,7.8,-0.2,8.1,67.1,46,32.9,38,25.1,53,0.3,50,0.835,17
2012,Big Ten,Northwestern,10,3,13,7.4,-2.6,7.2,64.9,47,30.6,51,24.3,50,0.9,36,0.9,57
2012,C-USA,Central Florida,10,4,14,10.3,0.3,6.3,62.6,48,32,46,25.6,55,-0.1,66,0.954,97
2012,Pac-12,Washington,7,6,13,6.7,-0.3,6.1,62.2,49,27.7,66,20,29,-1.6,107,0.85,29
2012,ACC,Georgia Tech,6,7,13,7.3,1.3,6,62,50,36.1,27,28.1,65,-2,119,0.846,26
2012,Big East,Syracuse,8,5,13,8.8,0.8,5.8,61.5,51,34.3,33,26.8,60,-1.7,111,0.921,67
2012,Big East,Pittsburgh,5,7,12,6.9,1.9,5.7,61.2,52,27.5,69,21.5,33,-0.3,75,0.921,69
2012,ACC,NC State,7,6,13,6.7,-0.3,5.4,60.3,53,27.8,64,21.5,34,-0.9,88,0.889,51
2012,Pac-12,California,3,9,12,4.7,1.7,5.3,60.1,54,31.3,50,25.8,56,-0.2,70,0.828,15
2012,SEC,Auburn,3,9,12,3.9,0.9,4.8,58.7,55,28,61,25.1,52,1.9,12,0.778,2
2012,Big 12,Iowa State,6,7,13,5.1,-0.9,4.4,57.9,56,26.5,77,23.6,44,1.5,16,0.836,18
2012,SEC,Missouri,5,7,12,4.7,-0.3,3.9,56.6,57,25.6,82,21.6,35,-0.1,64,0.761,1
2012,Pac-12,Utah,5,7,12,4.4,-0.6,3.8,56.1,58,24.4,87,21.3,32,0.7,41,0.88,46
2012,C-USA,Tulsa,11,3,14,9.7,-1.3,2.6,53,59,25.7,81,22.4,38,-0.7,81,0.952,92
2012,MWC,San Diego State,9,4,13,8.1,-0.9,2.4,52.5,60,29.3,55,26.1,57,-0.8,85,0.947,88
2012,Sun Belt,Arkansas State,10,3,13,9.3,-0.7,1.2,49.3,61,32.5,42,30.2,77,-1,94,0.933,74
2012,Big Ten,Iowa,4,8,12,4,0,0.5,47.5,62,22.5,97,22.4,37,0.5,45,0.894,54
2012,WAC,Louisiana Tech,9,3,12,7.9,-1.1,0.2,46.5,63,39.4,18,39.7,114,0.5,47,0.934,75
2012,Sun Belt,UL-Lafayette,9,4,13,8.1,-0.9,0,46.2,64,32.5,41,34.7,94,2.2,8,0.929,71
2012,Big East,Rutgers,9,4,13,7.9,-1.1,0,46.1,65,19.9,109,18,21,-1.8,115,0.938,82
2012,MAC,Kent State,11,3,14,8.1,-2.9,-0.1,45.6,66,26.6,74,28.4,67,1.7,15,0.977,123
2012,ACC,Virginia,4,8,12,5.6,1.6,-0.3,45.3,67,24.8,86,23.7,45,-1.4,102,0.919,65
2012,Big East,Connecticut,5,7,12,5.9,0.9,-0.7,44.2,68,14.5,120,15.5,10,0.3,52,0.952,91
2012,Big Ten,Minnesota,6,7,13,5.3,-0.7,-0.9,43.7,69,23.3,94,24.1,48,-0.1,67,0.895,55
2012,Big Ten,Purdue,6,7,13,5.1,-0.9,-1,43.4,70,27.6,67,27,61,-1.5,106,0.867,38
2012,C-USA,Marshall,5,7,12,6.9,1.9,-1.4,42.3,71,31.9,48,33.9,88,0.6,43,0.971,117
2012,MWC,Nevada,7,6,13,8.2,1.2,-2,40.9,72,36.4,25,37.7,109,-0.7,84,0.955,99
2012,MAC,Ball State,9,4,13,6.7,-2.3,-2.6,39.2,73,32.8,39,37.5,108,2.2,9,0.953,96
2012,ACC,Boston College,2,10,12,4,2,-2.8,38.6,74,23.6,90,27.3,63,0.9,34,0.873,43
2012,Big East,South Florida,3,9,12,4.2,1.2,-3.2,37.6,75,25.5,84,29.8,74,1.1,26,0.904,58
2012,Sun Belt,Troy,5,7,12,6,1,-3.5,37,76,32,45,35.7,99,0.3,51,0.964,110
2012,MAC,Toledo,9,4,13,6.3,-2.7,-4,35.7,77,30.1,54,35.5,98,1.4,18,0.955,100
2012,MAC,Bowling Green,8,5,13,7.9,-0.1,-4,35.6,78,20.7,105,21.7,36,-3,124,0.939,84
2012,Pac-12,Washington State,3,9,12,3.6,0.6,-4.4,34.5,79,24.4,88,29,70,0.2,54,0.87,41
2012,Big Ten,Indiana,4,8,12,4.7,0.7,-4.6,34.1,80,30.5,52,35.1,96,-0.1,63,0.912,61
2012,Sun Belt,Western Kentucky,7,6,13,7.4,0.4,-4.7,33.9,81,26.1,80,28.9,69,-1.9,116,0.938,83
2012,C-USA,East Carolina,8,5,13,6,-2,-5.5,31.9,82,27.5,68,33,84,-0.1,65,0.955,101
2012,C-USA,Houston,5,7,12,5.6,0.6,-5.6,31.7,83,26.2,79,32.9,83,1.1,23,0.969,113
2012,ACC,Duke,6,7,13,5.2,-0.8,-7.1,28.1,84,28.3,60,36.4,104,1,31,0.875,44
2012,Sun Belt,Middle Tennessee,9,3,12,6.3,-2.7,-7.5,27.2,85,27.7,65,34.4,92,-0.8,87,0.975,120
2012,C-USA,SMU,7,6,13,7.6,0.6,-7.6,27,86,20.8,104,27.1,62,-1.3,101,0.917,64
2012,C-USA,Rice,7,6,13,5.4,-1.6,-7.6,27,87,25.6,83,34,89,0.8,39,0.971,118
2012,ACC,Maryland,4,8,12,4.3,0.3,-7.8,26.6,88,17.6,117,23.3,42,-2.1,121,0.893,52
2012,MAC,Ohio,9,4,13,7.1,-1.9,-8,26.1,89,23.8,89,32.1,81,0.3,49,0.976,122
2012,Ind,Navy,8,5,13,5.8,-2.2,-8.1,25.9,90,28.8,57,36.3,103,-0.7,83,0.935,77
2012,SEC,Kentucky,2,10,12,2.5,0.5,-8.7,24.7,91,22.3,98,29.8,75,-1.2,99,0.844,25
2012,MWC,Colorado State,4,8,12,4.5,0.5,-9.7,22.5,92,19.7,110,30.3,78,0.8,38,0.947,89
2012,Big Ten,Illinois,2,10,12,3.2,1.2,-9.8,22.4,93,21.2,102,32.1,80,1,29,0.882,47
2012,MAC,Western Michigan,4,8,12,5.9,1.9,-9.8,22.4,94,25.4,85,33,85,-2.2,122,0.973,119
2012,MWC,Air Force,6,7,13,6.2,0.2,-10,22.1,95,28,62,36.2,102,-1.7,114,0.957,104
2012,C-USA,Memphis,4,8,12,4.7,0.7,-10,22.1,96,19.3,111,29.2,71,0,62,0.98,124
2012,C-USA,UAB,3,9,12,3.8,0.8,-11.1,20,97,26.6,75,38.2,110,0.5,44,0.934,76
2012,Big East,Temple,4,7,11,3.6,-0.4,-11.6,19,98,21.6,99,36,100,2.8,1,0.937,80
2012,MAC,Central Michigan,7,6,13,6.6,-0.4,-11.6,18.9,99,28.4,59,40,116,0,61,0.966,111
2012,ACC,Wake Forest,5,7,12,4.3,-0.7,-11.9,18.4,100,20.1,107,30.1,76,-1.9,117,0.878,45
2012,Sun Belt,UL-Monroe,8,5,13,5.6,-2.4,-12,18.3,101,26.6,72,37.1,106,-1.5,104,0.963,109
2012,Big 12,Kansas,1,11,12,1.9,0.9,-12.6,17.2,102,23.5,92,34.1,90,-2,118,0.817,8
2012,Sun Belt,Florida International,3,9,12,6,3,-12.7,16.9,103,23.5,91,34.6,93,-1.7,112,0.969,114
2012,WAC,Texas State,4,8,12,4.6,0.6,-12.9,16.7,104,26.5,76,41.8,118,2.4,6,0.953,95
2012,MWC,New Mexico,4,9,13,4.4,0.4,-13.4,15.9,105,26.6,71,39.8,115,-0.2,69,0.936,78
2012,MWC,Wyoming,4,8,12,4.6,0.6,-14.2,14.6,106,26.6,73,39.2,112,-1.6,108,0.943,86
2012,Sun Belt,North Texas,4,8,12,4.5,0.5,-14.4,14.2,107,21.4,100,34.9,95,-0.9,89,0.93,72
2012,C-USA,UTEP,3,9,12,2.8,-0.2,-16.1,11.8,108,21.1,103,36.6,105,-0.7,82,0.916,62
2012,MAC,Miami-OH,4,8,12,3,-1,-16.2,11.7,109,22.7,96,39.4,113,0.5,46,0.937,81
2012,MAC,Buffalo,4,8,12,5.1,1.1,-16.3,11.6,110,14.2,121,29.4,72,-1.2,100,0.932,73
2012,MWC,UNLV,2,11,13,3.1,1.1,-16.7,11,111,19,112,35.4,97,-0.3,74,0.961,108
2012,Pac-12,Colorado,1,11,12,1.4,0.4,-17.2,10.5,112,20.2,106,37.5,107,0.2,57,0.856,31
2012,Sun Belt,Florida Atlantic,3,9,12,4.7,1.7,-17.9,9.7,113,18.4,114,33.6,87,-2.7,123,0.899,56
2012,C-USA,Southern Miss,0,12,12,2.3,2.3,-18.6,8.8,114,18.4,113,36,101,-1,95,0.936,79
2012,MWC,Hawaii,3,9,12,3.1,0.1,-19.1,8.3,115,14.7,118,32.8,82,-1,93,0.928,70
2012,MAC,Akron,1,11,12,3.2,2.2,-19.5,7.9,116,20,108,39,111,-0.5,79,0.956,103
2012,WAC,UTSA,6,4,10,4.2,-1.8,-20.1,7.4,117,23.5,93,42.4,120,-1.1,98,0.97,116
2012,C-USA,Tulane,2,10,12,2.2,0.2,-22.5,5.3,118,17.8,116,41.3,117,1,30,0.967,112
2012,MAC,Eastern Michigan,2,10,12,2.2,0.2,-23,5,119,17.9,115,42.2,119,1.2,21,0.961,107
2012,Ind,Army,2,10,12,3.1,1.1,-23.1,4.9,120,23.1,95,44.8,123,-1.4,103,0.969,115
2012,Sun Belt,South Alabama,2,11,13,2.2,0.2,-25.5,3.5,121,9.7,123,34.3,91,-0.9,90,0.976,121
2012,WAC,Idaho,1,11,12,2,1,-30.6,1.6,122,11.6,122,43.2,122,1.1,25,0.92,66
2012,WAC,New Mexico State,1,11,12,2,1,-33.3,1,123,14.5,119,46.1,124,-1.7,113,0.958,106
2012,MAC,Massachusetts,1,11,12,0.9,-0.1,-34.4,0.8,124,8.4,124,43.1,121,0.3,53,0.945,87
